grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step
5.45,0.159,0.426,0.0799,0.0533,0.0767,0.159,0.426,0.0799,0.0533,0.0767,3.53e+07,2.76e+05
5.44,0.16,0.431,0.0793,0.0525,0.0766,0.16,0.431,0.0793,0.0525,0.0766,3.54e+07,2.76e+05
5.22,0.16,0.432,0.0777,0.053,0.076,0.16,0.432,0.0777,0.053,0.076,3.54e+07,2.77e+05
5.47,0.162,0.437,0.0794,0.0523,0.0763,0.162,0.437,0.0794,0.0523,0.0763,3.54e+07,2.77e+05
5.42,0.16,0.428,0.079,0.0526,0.0759,0.16,0.428,0.079,0.0526,0.0759,3.55e+07,2.77e+05
5.38,0.16,0.435,0.0798,0.0526,0.0762,0.16,0.435,0.0798,0.0526,0.0762,3.55e+07,2.78e+05
5.27,0.159,0.428,0.0779,0.0524,0.076,0.159,0.428,0.0779,0.0524,0.076,3.56e+07,2.78e+05
5.29,0.159,0.431,0.0775,0.0518,0.0755,0.159,0.431,0.0775,0.0518,0.0755,3.56e+07,2.78e+05
5.33,0.161,0.436,0.0784,0.0521,0.0759,0.161,0.436,0.0784,0.0521,0.0759,3.56e+07,2.78e+05
5.43,0.157,0.427,0.0789,0.0522,0.076,0.157,0.427,0.0789,0.0522,0.076,3.57e+07,2.79e+05
5.35,0.159,0.431,0.0771,0.0531,0.0766,0.159,0.431,0.0771,0.0531,0.0766,3.57e+07,2.79e+05
5.31,0.161,0.434,0.0807,0.0524,0.0772,0.161,0.434,0.0807,0.0524,0.0772,3.58e+07,2.79e+05
5.25,0.161,0.424,0.0782,0.0529,0.0778,0.161,0.424,0.0782,0.0529,0.0778,3.58e+07,2.8e+05
5.36,0.162,0.434,0.0785,0.0518,0.0768,0.162,0.434,0.0785,0.0518,0.0768,3.58e+07,2.8e+05
5.47,0.161,0.432,0.0803,0.0528,0.0771,0.161,0.432,0.0803,0.0528,0.0771,3.59e+07,2.8e+05
5.5,0.16,0.429,0.0789,0.0519,0.0771,0.16,0.429,0.0789,0.0519,0.0771,3.59e+07,2.80e+05
5.37,0.16,0.43,0.0781,0.0525,0.0771,0.16,0.43,0.0781,0.0525,0.0771,3.59e+07,2.81e+05
5.36,0.161,0.43,0.0795,0.052,0.0766,0.161,0.43,0.0795,0.052,0.0766,3.6e+07,2.81e+05
5.35,0.16,0.433,0.0794,0.052,0.0769,0.16,0.433,0.0794,0.052,0.0769,3.6e+07,2.81e+05
5.42,0.161,0.431,0.0786,0.0521,0.0761,0.161,0.431,0.0786,0.0521,0.0761,3.61e+07,2.82e+05
5.35,0.158,0.427,0.0785,0.0522,0.0763,0.158,0.427,0.0785,0.0522,0.0763,3.61e+07,2.82e+05
5.29,0.161,0.433,0.0797,0.053,0.0763,0.161,0.433,0.0797,0.053,0.0763,3.61e+07,2.82e+05
5.4,0.157,0.424,0.0782,0.0524,0.075,0.157,0.424,0.0782,0.0524,0.075,3.62e+07,2.83e+05
5.29,0.157,0.427,0.0805,0.0509,0.0763,0.157,0.427,0.0805,0.0509,0.0763,3.62e+07,2.83e+05
5.42,0.16,0.427,0.0793,0.052,0.0768,0.16,0.427,0.0793,0.052,0.0768,3.62e+07,2.83e+05
5.33,0.159,0.432,0.078,0.0518,0.0767,0.159,0.432,0.078,0.0518,0.0767,3.63e+07,2.84e+05
5.32,0.159,0.431,0.0785,0.0521,0.0753,0.159,0.431,0.0785,0.0521,0.0753,3.63e+07,2.84e+05
5.31,0.158,0.426,0.0804,0.0526,0.0766,0.158,0.426,0.0804,0.0526,0.0766,3.64e+07,2.84e+05
5.32,0.158,0.428,0.0794,0.0517,0.0759,0.158,0.428,0.0794,0.0517,0.0759,3.64e+07,2.84e+05
5.3,0.158,0.425,0.0784,0.0518,0.0771,0.158,0.425,0.0784,0.0518,0.0771,3.64e+07,2.85e+05
5.29,0.16,0.431,0.0785,0.0518,0.0761,0.16,0.431,0.0785,0.0518,0.0761,3.65e+07,2.85e+05
5.37,0.159,0.431,0.079,0.0521,0.0765,0.159,0.431,0.079,0.0521,0.0765,3.65e+07,2.85e+05
5.43,0.16,0.434,0.0783,0.0521,0.0761,0.16,0.434,0.0783,0.0521,0.0761,3.66e+07,2.86e+05
5.33,0.158,0.426,0.0792,0.0516,0.0762,0.158,0.426,0.0792,0.0516,0.0762,3.66e+07,2.86e+05
5.29,0.159,0.434,0.0785,0.0513,0.076,0.159,0.434,0.0785,0.0513,0.076,3.66e+07,2.86e+05
5.12,0.156,0.422,0.0785,0.0522,0.0757,0.156,0.422,0.0785,0.0522,0.0757,3.67e+07,2.86e+05
5.31,0.157,0.428,0.0786,0.0518,0.0761,0.157,0.428,0.0786,0.0518,0.0761,3.67e+07,2.87e+05
5.31,0.159,0.434,0.079,0.0509,0.0754,0.159,0.434,0.079,0.0509,0.0754,3.67e+07,2.87e+05
5.09,0.16,0.426,0.08,0.0518,0.0765,0.16,0.426,0.08,0.0518,0.0765,3.68e+07,2.87e+05
5.36,0.159,0.431,0.0785,0.0522,0.0761,0.159,0.431,0.0785,0.0522,0.0761,3.68e+07,2.88e+05
5.39,0.16,0.427,0.0802,0.0521,0.0766,0.16,0.427,0.0802,0.0521,0.0766,3.69e+07,2.88e+05
5.48,0.158,0.426,0.0799,0.0517,0.0761,0.158,0.426,0.0799,0.0517,0.0761,3.69e+07,2.88e+05
5.32,0.16,0.431,0.0802,0.0523,0.0763,0.16,0.431,0.0802,0.0523,0.0763,3.69e+07,2.89e+05
5.32,0.157,0.426,0.079,0.0521,0.0761,0.157,0.426,0.079,0.0521,0.0761,3.7e+07,2.89e+05
5.13,0.159,0.429,0.0794,0.0515,0.0764,0.159,0.429,0.0794,0.0515,0.0764,3.7e+07,2.89e+05
5.37,0.159,0.428,0.0795,0.0528,0.0774,0.159,0.428,0.0795,0.0528,0.0774,3.71e+07,2.9e+05
5.22,0.159,0.428,0.0799,0.0518,0.0767,0.159,0.428,0.0799,0.0518,0.0767,3.71e+07,2.9e+05
5.22,0.158,0.428,0.0787,0.0518,0.0762,0.158,0.428,0.0787,0.0518,0.0762,3.71e+07,2.9e+05
5.2,0.158,0.428,0.0794,0.0515,0.0758,0.158,0.428,0.0794,0.0515,0.0758,3.72e+07,2.9e+05
5.24,0.157,0.424,0.0798,0.0514,0.0761,0.157,0.424,0.0798,0.0514,0.0761,3.72e+07,2.91e+05
5.33,0.158,0.429,0.0781,0.0525,0.0768,0.158,0.429,0.0781,0.0525,0.0768,3.72e+07,2.91e+05
5.38,0.161,0.427,0.0787,0.0531,0.0758,0.161,0.427,0.0787,0.0531,0.0758,3.73e+07,2.91e+05
5.36,0.157,0.422,0.0792,0.0527,0.0759,0.157,0.422,0.0792,0.0527,0.0759,3.73e+07,2.92e+05
5.27,0.159,0.426,0.0794,0.0514,0.0769,0.159,0.426,0.0794,0.0514,0.0769,3.74e+07,2.92e+05
5.29,0.158,0.428,0.0787,0.0514,0.0762,0.158,0.428,0.0787,0.0514,0.0762,3.74e+07,2.92e+05
5.45,0.159,0.428,0.0779,0.0514,0.0762,0.159,0.428,0.0779,0.0514,0.0762,3.74e+07,2.92e+05
5.21,0.157,0.421,0.078,0.0527,0.0763,0.157,0.421,0.078,0.0527,0.0763,3.75e+07,2.93e+05
5.28,0.157,0.421,0.0789,0.0518,0.0765,0.157,0.421,0.0789,0.0518,0.0765,3.75e+07,2.93e+05
5.11,0.157,0.426,0.0787,0.0517,0.0761,0.157,0.426,0.0787,0.0517,0.0761,3.76e+07,2.93e+05
5.33,0.155,0.425,0.0774,0.0516,0.0757,0.155,0.425,0.0774,0.0516,0.0757,3.76e+07,2.94e+05
5.38,0.158,0.429,0.0777,0.0522,0.0748,0.158,0.429,0.0777,0.0522,0.0748,3.76e+07,2.94e+05
5.38,0.16,0.43,0.0778,0.0527,0.076,0.16,0.43,0.0778,0.0527,0.076,3.77e+07,2.94e+05
5.28,0.157,0.421,0.0787,0.0525,0.0754,0.157,0.421,0.0787,0.0525,0.0754,3.77e+07,2.95e+05
5.2,0.16,0.427,0.079,0.0521,0.0767,0.16,0.427,0.079,0.0521,0.0767,3.77e+07,2.95e+05
5.2,0.158,0.431,0.0786,0.0521,0.0761,0.158,0.431,0.0786,0.0521,0.0761,3.78e+07,2.95e+05
5.15,0.159,0.43,0.0778,0.0525,0.0767,0.159,0.43,0.0778,0.0525,0.0767,3.78e+07,2.96e+05
5.36,0.159,0.431,0.0778,0.0522,0.0764,0.159,0.431,0.0778,0.0522,0.0764,3.79e+07,2.96e+05
5.39,0.158,0.427,0.0792,0.0522,0.0759,0.158,0.427,0.0792,0.0522,0.0759,3.79e+07,2.96e+05
5.41,0.159,0.426,0.0794,0.0523,0.0766,0.159,0.426,0.0794,0.0523,0.0766,3.79e+07,2.96e+05
5.32,0.159,0.432,0.0795,0.0528,0.0763,0.159,0.432,0.0795,0.0528,0.0763,3.8e+07,2.97e+05
5.28,0.158,0.428,0.0798,0.0525,0.0768,0.158,0.428,0.0798,0.0525,0.0768,3.8e+07,2.97e+05
5.27,0.161,0.433,0.0793,0.0525,0.076,0.161,0.433,0.0793,0.0525,0.076,3.81e+07,2.97e+05
5.35,0.16,0.432,0.0785,0.0525,0.0758,0.16,0.432,0.0785,0.0525,0.0758,3.81e+07,2.98e+05
5.31,0.157,0.426,0.078,0.0519,0.0772,0.157,0.426,0.078,0.0519,0.0772,3.81e+07,2.98e+05
5.31,0.158,0.426,0.0779,0.0522,0.0766,0.158,0.426,0.0779,0.0522,0.0766,3.82e+07,2.98e+05
5.34,0.159,0.428,0.0781,0.0521,0.0774,0.159,0.428,0.0781,0.0521,0.0774,3.82e+07,2.98e+05
5.34,0.159,0.43,0.0786,0.0517,0.0761,0.159,0.43,0.0786,0.0517,0.0761,3.82e+07,2.99e+05
5.53,0.161,0.435,0.0794,0.0522,0.077,0.161,0.435,0.0794,0.0522,0.077,3.83e+07,2.99e+05
5.25,0.158,0.425,0.0791,0.0518,0.0763,0.158,0.425,0.0791,0.0518,0.0763,3.83e+07,2.99e+05
5.27,0.159,0.426,0.0793,0.0516,0.0763,0.159,0.426,0.0793,0.0516,0.0763,3.84e+07,3e+05
5.28,0.16,0.434,0.0783,0.0517,0.0764,0.16,0.434,0.0783,0.0517,0.0764,3.84e+07,3e+05
5.31,0.159,0.429,0.0792,0.0519,0.0774,0.159,0.429,0.0792,0.0519,0.0774,3.84e+07,3e+05
5.24,0.159,0.425,0.079,0.0525,0.0781,0.159,0.425,0.079,0.0525,0.0781,3.85e+07,3.01e+05
5.31,0.159,0.426,0.0775,0.0515,0.0766,0.159,0.426,0.0775,0.0515,0.0766,3.85e+07,3.01e+05
5.34,0.157,0.42,0.08,0.0522,0.0762,0.157,0.42,0.08,0.0522,0.0762,3.86e+07,3.01e+05
5.21,0.157,0.421,0.077,0.0521,0.0756,0.157,0.421,0.077,0.0521,0.0756,3.86e+07,3.02e+05
5.34,0.159,0.427,0.0787,0.0529,0.0753,0.159,0.427,0.0787,0.0529,0.0753,3.86e+07,3.02e+05
5.44,0.16,0.428,0.0796,0.0527,0.0765,0.16,0.428,0.0796,0.0527,0.0765,3.87e+07,3.02e+05
5.28,0.161,0.431,0.0788,0.0521,0.0769,0.161,0.431,0.0788,0.0521,0.0769,3.87e+07,3.02e+05
5.34,0.157,0.425,0.0772,0.0519,0.0778,0.157,0.425,0.0772,0.0519,0.0778,3.87e+07,3.03e+05
5.32,0.157,0.422,0.0799,0.0531,0.0757,0.157,0.422,0.0799,0.0531,0.0757,3.88e+07,3.03e+05
5.41,0.157,0.422,0.0785,0.0522,0.076,0.157,0.422,0.0785,0.0522,0.076,3.88e+07,3.03e+05
5.42,0.16,0.43,0.0804,0.0519,0.0777,0.16,0.43,0.0804,0.0519,0.0777,3.89e+07,3.04e+05
5.39,0.16,0.426,0.0799,0.0523,0.0771,0.16,0.426,0.0799,0.0523,0.0771,3.89e+07,3.04e+05
5.31,0.157,0.423,0.079,0.0523,0.0768,0.157,0.423,0.079,0.0523,0.0768,3.89e+07,3.04e+05
5.5,0.157,0.42,0.0801,0.0522,0.0772,0.157,0.42,0.0801,0.0522,0.0772,3.9e+07,3.04e+05
5.39,0.161,0.436,0.0781,0.0523,0.0763,0.161,0.436,0.0781,0.0523,0.0763,3.9e+07,3.05e+05
5.32,0.161,0.43,0.0788,0.0513,0.0774,0.161,0.43,0.0788,0.0513,0.0774,3.91e+07,3.05e+05
5.09,0.157,0.428,0.0787,0.0517,0.0757,0.157,0.428,0.0787,0.0517,0.0757,3.91e+07,3.05e+05
5.24,0.158,0.422,0.078,0.052,0.0755,0.158,0.422,0.078,0.052,0.0755,3.91e+07,3.06e+05
5.25,0.158,0.427,0.0778,0.0517,0.0769,0.158,0.427,0.0778,0.0517,0.0769,3.92e+07,3.06e+05
5.17,0.158,0.433,0.0786,0.0519,0.0764,0.158,0.433,0.0786,0.0519,0.0764,3.92e+07,3.06e+05
5.34,0.159,0.42,0.08,0.0516,0.0759,0.159,0.42,0.08,0.0516,0.0759,3.92e+07,3.07e+05
5.14,0.157,0.423,0.0787,0.0525,0.0753,0.157,0.423,0.0787,0.0525,0.0753,3.93e+07,3.07e+05
5.25,0.159,0.428,0.078,0.0516,0.0758,0.159,0.428,0.078,0.0516,0.0758,3.93e+07,3.07e+05
5.28,0.159,0.429,0.0789,0.0521,0.0764,0.159,0.429,0.0789,0.0521,0.0764,3.94e+07,3.08e+05
5.25,0.16,0.436,0.0768,0.0523,0.077,0.16,0.436,0.0768,0.0523,0.077,3.94e+07,3.08e+05
5.3,0.158,0.427,0.0784,0.0525,0.0763,0.158,0.427,0.0784,0.0525,0.0763,3.94e+07,3.08e+05
5.35,0.157,0.423,0.079,0.0508,0.0764,0.157,0.423,0.079,0.0508,0.0764,3.95e+07,3.08e+05
5.37,0.159,0.428,0.0796,0.0522,0.0757,0.159,0.428,0.0796,0.0522,0.0757,3.95e+07,3.09e+05
5.43,0.16,0.427,0.0783,0.0519,0.0762,0.16,0.427,0.0783,0.0519,0.0762,3.96e+07,3.09e+05
5.25,0.159,0.426,0.0786,0.052,0.0774,0.159,0.426,0.0786,0.052,0.0774,3.96e+07,3.09e+05
5.34,0.158,0.428,0.0787,0.0514,0.0765,0.158,0.428,0.0787,0.0514,0.0765,3.96e+07,3.1e+05
5.28,0.159,0.431,0.0788,0.0518,0.0767,0.159,0.431,0.0788,0.0518,0.0767,3.97e+07,3.1e+05
5.35,0.158,0.431,0.0775,0.053,0.0751,0.158,0.431,0.0775,0.053,0.0751,3.97e+07,3.1e+05
5.44,0.158,0.425,0.0788,0.0522,0.0768,0.158,0.425,0.0788,0.0522,0.0768,3.97e+07,3.10e+05
5.24,0.158,0.428,0.0797,0.0521,0.0759,0.158,0.428,0.0797,0.0521,0.0759,3.98e+07,3.11e+05
5.2,0.157,0.425,0.0781,0.052,0.0769,0.157,0.425,0.0781,0.052,0.0769,3.98e+07,3.11e+05
5.28,0.156,0.42,0.0783,0.052,0.0753,0.156,0.42,0.0783,0.052,0.0753,3.99e+07,3.11e+05
5.33,0.157,0.426,0.0802,0.0525,0.077,0.157,0.426,0.0802,0.0525,0.077,3.99e+07,3.12e+05
5.29,0.158,0.425,0.0779,0.0524,0.076,0.158,0.425,0.0779,0.0524,0.076,3.99e+07,3.12e+05
5.23,0.16,0.43,0.0791,0.0523,0.0765,0.16,0.43,0.0791,0.0523,0.0765,4e+07,3.12e+05
5.29,0.158,0.425,0.0789,0.0518,0.0758,0.158,0.425,0.0789,0.0518,0.0758,4e+07,3.13e+05
5.24,0.158,0.426,0.0795,0.0517,0.076,0.158,0.426,0.0795,0.0517,0.076,4.01e+07,3.13e+05
5.26,0.156,0.419,0.078,0.0526,0.0762,0.156,0.419,0.078,0.0526,0.0762,4.01e+07,3.13e+05
5.22,0.158,0.427,0.0781,0.0517,0.076,0.158,0.427,0.0781,0.0517,0.076,4.01e+07,3.14e+05
5.32,0.158,0.425,0.0777,0.052,0.0764,0.158,0.425,0.0777,0.052,0.0764,4.02e+07,3.14e+05
5.23,0.159,0.424,0.079,0.0523,0.077,0.159,0.424,0.079,0.0523,0.077,4.02e+07,3.14e+05
5.26,0.159,0.423,0.0797,0.0521,0.0778,0.159,0.423,0.0797,0.0521,0.0778,4.02e+07,3.14e+05
5.31,0.158,0.421,0.0785,0.0529,0.0768,0.158,0.421,0.0785,0.0529,0.0768,4.03e+07,3.15e+05
5.11,0.159,0.43,0.0787,0.0523,0.0765,0.159,0.43,0.0787,0.0523,0.0765,4.03e+07,3.15e+05
5.4,0.159,0.428,0.078,0.0522,0.0756,0.159,0.428,0.078,0.0522,0.0756,4.04e+07,3.15e+05
5.17,0.158,0.422,0.0777,0.0519,0.0773,0.158,0.422,0.0777,0.0519,0.0773,4.04e+07,3.16e+05
5.38,0.158,0.425,0.0777,0.0514,0.0763,0.158,0.425,0.0777,0.0514,0.0763,4.04e+07,3.16e+05
5.26,0.159,0.426,0.0784,0.0512,0.0759,0.159,0.426,0.0784,0.0512,0.0759,4.05e+07,3.16e+05
5.21,0.159,0.431,0.0784,0.0518,0.0772,0.159,0.431,0.0784,0.0518,0.0772,4.05e+07,3.16e+05
5.2,0.157,0.427,0.079,0.0517,0.0755,0.157,0.427,0.079,0.0517,0.0755,4.06e+07,3.17e+05
5.27,0.158,0.425,0.0785,0.0518,0.0766,0.158,0.425,0.0785,0.0518,0.0766,4.06e+07,3.17e+05
5.34,0.159,0.428,0.0786,0.0526,0.076,0.159,0.428,0.0786,0.0526,0.076,4.06e+07,3.17e+05
5.44,0.158,0.431,0.0784,0.0521,0.0771,0.158,0.431,0.0784,0.0521,0.0771,4.07e+07,3.18e+05
5.37,0.158,0.424,0.0794,0.0522,0.0767,0.158,0.424,0.0794,0.0522,0.0767,4.07e+07,3.18e+05
5.15,0.159,0.428,0.0788,0.052,0.0764,0.159,0.428,0.0788,0.052,0.0764,4.07e+07,3.18e+05
5.24,0.158,0.424,0.0792,0.0526,0.0774,0.158,0.424,0.0792,0.0526,0.0774,4.08e+07,3.19e+05
5.33,0.159,0.426,0.079,0.052,0.077,0.159,0.426,0.079,0.052,0.077,4.08e+07,3.19e+05
5.27,0.158,0.425,0.0794,0.0527,0.0765,0.158,0.425,0.0794,0.0527,0.0765,4.09e+07,3.19e+05
5.32,0.158,0.424,0.0801,0.0519,0.0757,0.158,0.424,0.0801,0.0519,0.0757,4.09e+07,3.2e+05
5.24,0.159,0.428,0.0799,0.0523,0.0758,0.159,0.428,0.0799,0.0523,0.0758,4.09e+07,3.2e+05
5.29,0.158,0.425,0.0785,0.0526,0.0762,0.158,0.425,0.0785,0.0526,0.0762,4.1e+07,3.2e+05
5.38,0.159,0.43,0.0789,0.0526,0.0767,0.159,0.43,0.0789,0.0526,0.0767,4.1e+07,3.2e+05
5.33,0.16,0.43,0.0796,0.0522,0.0763,0.16,0.43,0.0796,0.0522,0.0763,4.1e+07,3.21e+05
5.24,0.159,0.424,0.0782,0.052,0.0771,0.159,0.424,0.0782,0.052,0.0771,4.11e+07,3.21e+05
5.31,0.161,0.429,0.0792,0.0523,0.076,0.161,0.429,0.0792,0.0523,0.076,4.11e+07,3.21e+05
5.27,0.158,0.424,0.0792,0.0523,0.0759,0.158,0.424,0.0792,0.0523,0.0759,4.12e+07,3.22e+05
5.12,0.157,0.425,0.0797,0.0513,0.0766,0.157,0.425,0.0797,0.0513,0.0766,4.12e+07,3.22e+05
5.41,0.158,0.425,0.0792,0.0519,0.077,0.158,0.425,0.0792,0.0519,0.077,4.12e+07,3.22e+05
5.32,0.159,0.421,0.079,0.0524,0.0765,0.159,0.421,0.079,0.0524,0.0765,4.13e+07,3.22e+05
5.27,0.157,0.424,0.0785,0.0514,0.0768,0.157,0.424,0.0785,0.0514,0.0768,4.13e+07,3.23e+05
5.31,0.158,0.422,0.0784,0.0521,0.076,0.158,0.422,0.0784,0.0521,0.076,4.14e+07,3.23e+05
5.37,0.159,0.425,0.079,0.0524,0.0751,0.159,0.425,0.079,0.0524,0.0751,4.14e+07,3.23e+05
5.25,0.157,0.429,0.0799,0.0518,0.0756,0.157,0.429,0.0799,0.0518,0.0756,4.14e+07,3.24e+05
5.26,0.16,0.43,0.0796,0.0521,0.0759,0.16,0.43,0.0796,0.0521,0.0759,4.15e+07,3.24e+05
5.31,0.159,0.431,0.0776,0.0511,0.0768,0.159,0.431,0.0776,0.0511,0.0768,4.15e+07,3.24e+05
5.29,0.157,0.425,0.0784,0.0524,0.0757,0.157,0.425,0.0784,0.0524,0.0757,4.15e+07,3.25e+05
5.22,0.157,0.424,0.0777,0.0521,0.0767,0.157,0.424,0.0777,0.0521,0.0767,4.16e+07,3.25e+05
5.31,0.158,0.428,0.0782,0.0524,0.0767,0.158,0.428,0.0782,0.0524,0.0767,4.16e+07,3.25e+05
5.38,0.159,0.43,0.0798,0.0518,0.0757,0.159,0.43,0.0798,0.0518,0.0757,4.17e+07,3.26e+05
5.24,0.159,0.425,0.0798,0.0522,0.0757,0.159,0.425,0.0798,0.0522,0.0757,4.17e+07,3.26e+05
5.31,0.158,0.425,0.0777,0.0526,0.0769,0.158,0.425,0.0777,0.0526,0.0769,4.17e+07,3.26e+05
5.25,0.158,0.426,0.0774,0.0519,0.076,0.158,0.426,0.0774,0.0519,0.076,4.18e+07,3.26e+05
5.21,0.161,0.433,0.0785,0.0522,0.0767,0.161,0.433,0.0785,0.0522,0.0767,4.18e+07,3.27e+05
5.41,0.158,0.424,0.0797,0.0511,0.0765,0.158,0.424,0.0797,0.0511,0.0765,4.19e+07,3.27e+05
5.23,0.159,0.427,0.0796,0.0524,0.0767,0.159,0.427,0.0796,0.0524,0.0767,4.19e+07,3.27e+05
5.16,0.159,0.428,0.0787,0.0518,0.0762,0.159,0.428,0.0787,0.0518,0.0762,4.19e+07,3.28e+05
5.22,0.158,0.426,0.0765,0.0527,0.0758,0.158,0.426,0.0765,0.0527,0.0758,4.2e+07,3.28e+05
5.2,0.159,0.427,0.0791,0.0518,0.0762,0.159,0.427,0.0791,0.0518,0.0762,4.2e+07,3.28e+05
5.32,0.158,0.425,0.0775,0.0522,0.0753,0.158,0.425,0.0775,0.0522,0.0753,4.2e+07,3.28e+05
5.29,0.159,0.426,0.0776,0.0526,0.0776,0.159,0.426,0.0776,0.0526,0.0776,4.21e+07,3.29e+05
5.18,0.158,0.426,0.0792,0.0519,0.0762,0.158,0.426,0.0792,0.0519,0.0762,4.21e+07,3.29e+05
5.29,0.158,0.427,0.0788,0.0516,0.0753,0.158,0.427,0.0788,0.0516,0.0753,4.22e+07,3.29e+05
5.13,0.157,0.421,0.0769,0.0513,0.0761,0.157,0.421,0.0769,0.0513,0.0761,4.22e+07,3.3e+05
